"Species","type","seasonality","PresencePoints","area_km2","class"
"Forpus_modestus","birds","resident",943,2879462.19452281,"medium"
"Frederickena_unduliger","birds","resident",566,1731927.57351177,"medium"
"Frederickena_viridis","birds","resident",413,1267996.94874616,"medium"
"Fulica_ardesiaca","birds","resident",195,573381.7338222,"small"
"Fulica_gigantea","birds","resident",181,530808.367540759,"small"
"Furnarius_leucopus","birds","resident",1577,4765924.35129537,"large"
"Furnarius_minor","birds","resident",100,307060.625443995,"supersmall"
"Galbalcyrhynchus_leucotis","birds","resident",153,470166.679595373,"small"
"Galbalcyrhynchus_purusianus","birds","resident",270,820640.807010351,"small"
"Galbula_albirostris","birds","resident",614,1886554.59903393,"medium"
"Galbula_chalcocephala","birds","resident",373,1145157.26411824,"small"
"Galbula_chalcothorax","birds","resident",263,805794.476368912,"small"
"Galbula_cyanescens","birds","resident",388,1181665.14935155,"small"
"Galbula_cyanicollis","birds","resident",881,2690469.7398498,"medium"
"Galbula_dea","birds","resident",1943,5939710.25049465,"large"
"Galbula_galbula","birds","resident",622,1909860.97143487,"medium"
"Galbula_leucogastra","birds","resident",980,2992352.93569177,"medium"
"Galbula_ruficauda","birds","resident",2528,7592180.14952931,"superlarge"
"Galbula_tombacea","birds","resident",313,962178.826003827,"small"
"Gallinago_andina","birds","resident",324,943504.343800431,"small"
"Gallinago_jamesoni","birds","resident",132,398968.08485383,"supersmall"
"Gallinago_paraguaiae","birds","resident",4684,13820258.3021991,"superlarge"
"Gampsonyx_swainsonii","birds","resident",3411,10237289.6562774,"superlarge"
"Geositta_tenuirostris","birds","resident",208,612317.863212614,"small"
"Geospizopsis_plebejus","birds","resident",323,939510.229219176,"small"
"Geotrygon_montana","birds","resident",4411,13276808.0348182,"superlarge"
"Geotrygon_saphirina","birds","resident",181,555072.676021412,"small"
"Geranospiza_caerulescens","birds","resident",4801,14361814.9527294,"superlarge"
"Glaucidium_brasilianum","birds","resident",5431,16051431.1412493,"superlarge"
"Glaucidium_hardyi","birds","resident",1539,4690113.19708138,"large"
"Glaucidium_jardinii","birds","resident",63,192898.563796661,"supersmall"
"Glaucis_hirsutus","birds","resident",2573,7824879.5920019,"superlarge"
"Glyphorynchus_spirurus","birds","resident",2426,7403968.35172444,"large"
"Grallaria_dignissima","birds","resident",125,384264.683656285,"supersmall"
"Grallaria_eludens","birds","resident",126,383519.150125162,"supersmall"
"Grallaria_guatimalensis","birds","resident",375,1132189.0643018,"small"
"Grallaria_rufula","birds","resident",78,237488.296344977,"supersmall"
"Grallaria_squamigera","birds","resident",83,252715.367362613,"supersmall"
"Grallaria_varia","birds","resident",1089,3257928.65165764,"large"
"Grallaricula_flavirostris","birds","resident",81,245815.408793009,"supersmall"
"Granatellus_pelzelni","birds","resident",1142,3488515.03820754,"large"
"Graydidascalus_brachyurus","birds","resident",220,675199.239005956,"small"
"Guaruba_guarouba","birds","resident",276,844782.033679755,"small"
"Gymnoderus_foetidus","birds","resident",1720,5234153.86120718,"large"
"Gymnomystax_mexicanus","birds","resident",512,1568627.4756296,"medium"
"Gymnopithys_leucaspis","birds","resident",336,1032720.62518972,"small"
"Gymnopithys_rufigula","birds","resident",563,1729106.98673196,"medium"
"Habia_rubica","birds","resident",1899,5690383.23086406,"large"
"Haematoderus_militaris","birds","resident",336,1032563.8657783,"small"
"Hafferia_fortis","birds","resident",635,1942598.39983001,"medium"
"Haplophaedia_aureliae","birds","resident",72,220875.635177304,"supersmall"
"Harpagus_bidentatus","birds","resident",2958,8994774.93407275,"superlarge"
"Harpia_harpyja","birds","resident",2567,7812099.92246407,"superlarge"
"Helicolestes_hamatus","birds","resident",774,2368674.41031693,"medium"
"Heliodoxa_aurescens","birds","resident",1178,3600445.40867691,"large"
"Heliodoxa_leadbeateri","birds","resident",132,401139.30418899,"supersmall"
"Heliodoxa_rubinoides","birds","resident",66,201855.78925821,"supersmall"
"Heliodoxa_schreibersii","birds","resident",230,707243.229986611,"small"
"Heliomaster_longirostris","birds","resident",2717,8278356.24176415,"superlarge"
"Heliornis_fulica","birds","resident",2916,8822064.81352385,"superlarge"
"Heliothryx_auritus","birds","resident",2270,6915883.84018734,"large"
"Hellmayrea_gularis","birds","resident",53,162327.166348338,"supersmall"
"Hemithraupis_flavicollis","birds","resident",1843,5617450.86534055,"large"
"Hemithraupis_guira","birds","resident",3114,9359619.90966902,"superlarge"
"Hemitriccus_flammulatus","birds","resident",264,792386.777555025,"small"
"Hemitriccus_granadensis","birds","resident",86,262884.290311156,"supersmall"
"Hemitriccus_griseipectus","birds","resident",874,2659581.45421953,"medium"
"Hemitriccus_iohannis","birds","resident",370,1126811.76270088,"small"
"Hemitriccus_josephinae","birds","resident",215,660749.403516428,"small"
"Hemitriccus_minimus","birds","resident",806,2452435.19471001,"medium"
"Hemitriccus_minor","birds","resident",792,2412969.50092572,"medium"
"Hemitriccus_striaticollis","birds","resident",1330,4015529.89789148,"large"
"Hemitriccus_zosterops","birds","resident",706,2169840.71626075,"medium"
"Henicorhina_leucophrys","birds","resident",219,659634.421791995,"small"
"Henicorhina_leucosticta","birds","resident",902,2751289.81655016,"medium"
"Herpetotheres_cachinnans","birds","resident",4431,13324105.578235,"superlarge"
"Herpsilochmus_axillaris","birds","resident",62,188889.12073388,"supersmall"
"Herpsilochmus_dorsimaculatus","birds","resident",292,897282.584352268,"small"
"Herpsilochmus_dugandi","birds","resident",74,227535.409959583,"supersmall"
"Herpsilochmus_praedictus","birds","resident",112,342734.281656913,"supersmall"
"Herpsilochmus_scapularis","birds","resident",937,2838610.04797255,"medium"
"Herpsilochmus_stotzi","birds","resident",59,179284.577127921,"supersmall"
"Heterocercus_aurantiivertex","birds","resident",75,230400.644608838,"supersmall"
"Heterocercus_flavivertex","birds","resident",267,820775.646166202,"small"
"Heterocercus_linteatus","birds","resident",702,2136111.74503687,"medium"
"Hirundinea_ferruginea","birds","resident",299,915378.727641383,"small"
"Hoploxypterus_cayanus","birds","resident",3797,11458481.8851457,"superlarge"
"Hydropsalis_climacocerca","birds","resident",1910,5831586.11358034,"large"
"Hydropsalis_maculicaudus","birds","resident",1086,3234116.6902284,"large"
"Hylatomus_lineatus","birds","resident",4598,13799668.816305,"superlarge"
"Hylexetastes_perrotii","birds","resident",344,1056800.39223446,"small"
"Hylexetastes_stresemanni","birds","resident",468,1430271.86000993,"medium"
"Hylexetastes_uniformis","birds","resident",597,1813355.07598347,"medium"
"Hylocharis_sapphirina","birds","resident",1784,5405941.84262364,"large"
"Hylopezus_macularius","birds","resident",1195,3663874.21666908,"large"
"Hylophilus_brunneiceps","birds","resident",166,510353.503514718,"small"
"Hylophilus_griseiventris","birds","resident",1039,3175787.73402668,"large"
"Hylophilus_pectoralis","birds","resident",1064,3203815.29509665,"large"
"Hylophilus_semicinereus","birds","resident",1164,3563598.14745279,"large"
"Hylophylax_naevius","birds","resident",1918,5866961.91236885,"large"
"Hylophylax_punctulatus","birds","resident",1021,3124238.25326178,"large"
"Hypocnemis_cantator","birds","resident",314,964416.805314743,"small"
"Hypocnemis_flavescens","birds","resident",169,519192.329229482,"small"
"Hypocnemis_hypoxantha","birds","resident",462,1417706.59274481,"medium"
"Hypocnemis_ochrogyna","birds","resident",149,447488.798689052,"supersmall"
"Hypocnemis_peruviana","birds","resident",616,1883308.81177622,"medium"
"Hypocnemis_striata","birds","resident",360,1100700.54336372,"small"
"Hypocnemis_subflava","birds","resident",119,356820.288715608,"supersmall"
"Hypocnemoides_maculicauda","birds","resident",1102,3340457.49754132,"large"
"Hypocnemoides_melanopogon","birds","resident",1137,3490992.87041685,"large"
"Ibycter_americanus","birds","resident",2651,8081595.52462364,"superlarge"
"Icterus_cayanensis","birds","resident",1346,4103955.63820784,"large"
"Icterus_chrysocephalus","birds","resident",851,2612036.59210564,"medium"
"Icterus_croconotus","birds","resident",1140,3422868.88749829,"large"
"Ictinia_plumbea","birds","resident",3776,11403758.6411471,"superlarge"
"Inezia_inornata","birds","resident",399,1163896.04149418,"small"
"Inezia_subflava","birds","resident",317,971307.289315573,"small"
"Iodopleura_isabellae","birds","resident",1472,4502930.0483828,"large"
"Isleria_guttata","birds","resident",554,1701648.54910736,"medium"
"Isleria_hauxwelli","birds","resident",1386,4227840.42136697,"large"
"Islerothraupis_cristata","birds","resident",2091,6367228.73441227,"large"
"Islerothraupis_luctuosa","birds","resident",2341,7131325.26473755,"large"
"Islerothraupis_rufiventer","birds","resident",243,739571.249390197,"small"
"Jabiru_mycteria","birds","resident",3058,9061032.59484272,"superlarge"
"Jacamerops_aureus","birds","resident",1878,5750797.40841755,"large"
"Jacana_jacana","birds","resident",4676,13899972.6026163,"superlarge"
"Klais_guimeti","birds","resident",152,460363.194471199,"small"
"Knipolegus_poecilocercus","birds","resident",379,1162763.31068698,"small"
"Knipolegus_poecilurus","birds","resident",171,521834.470217786,"small"
"Knipolegus_sclateri","birds","resident",87,267217.741094743,"supersmall"
"Lafresnaya_lafresnayi","birds","resident",103,314293.190770975,"supersmall"
"Lampropsar_tanagrinus","birds","resident",786,2393446.17967471,"medium"
"Lamprospiza_melanoleuca","birds","resident",1108,3386745.0344182,"large"
"Lanio_fulvus","birds","resident",741,2276531.13400853,"medium"
"Lanio_versicolor","birds","resident",921,2803686.22187098,"medium"
"Laniocera_hypopyrra","birds","resident",2175,6646797.66648861,"large"
"Laterallus_exilis","birds","resident",2177,6573342.19508049,"large"
"Laterallus_melanophaius","birds","resident",3428,10165324.452247,"superlarge"
"Lathrotriccus_euleri","birds","resident",2760,8336213.38693515,"superlarge"
"Legatus_leucophaius","birds","resident",3611,10875671.2777649,"superlarge"
"Leistes_militaris","birds","resident",1200,3670491.85826793,"large"
"Lepidocolaptes_albolineatus","birds","resident",400,1228552.19004253,"small"
"Lepidocolaptes_duidae","birds","resident",441,1354510.59157954,"medium"
"Lepidocolaptes_fatimalimae","birds","resident",548,1662378.91966648,"medium"
"Lepidocolaptes_fuscicapillus","birds","resident",714,2170530.96068578,"medium"
"Lepidocolaptes_lacrymiger","birds","resident",110,334658.148616053,"supersmall"
"Lepidothrix_coronata","birds","resident",1145,3502333.72872026,"large"
"Lepidothrix_iris","birds","resident",173,529472.064166745,"small"
"Lepidothrix_nattereri","birds","resident",287,869550.694220061,"small"
"Lepidothrix_serena","birds","resident",190,584153.463928073,"small"
"Leptasthenura_andicola","birds","resident",78,235840.533918581,"supersmall"
"Leptasthenura_striata","birds","resident",59,175989.447338,"supersmall"
"Leptodon_cayanensis","birds","resident",4017,12085973.4395052,"superlarge"
"Leptopogon_amaurocephalus","birds","resident",2711,8066595.92806655,"superlarge"
"Leptopogon_superciliaris","birds","resident",145,443291.904899205,"supersmall"
"Leptotila_megalura","birds","resident",50,142928.319257459,"supersmall"
"Leptotila_rufaxilla","birds","resident",3889,11673100.924633,"superlarge"
"Leptotila_verreauxi","birds","resident",5236,15554327.465868,"superlarge"
"Lesbia_nuna","birds","resident",82,249305.988986671,"supersmall"
"Lesbia_victoriae","birds","resident",61,185301.137563112,"supersmall"
"Leucopternis_kuhli","birds","resident",777,2368658.74157736,"medium"
"Leucopternis_melanops","birds","resident",835,2565347.55364882,"medium"
"Liosceles_thoracicus","birds","resident",743,2269972.69636947,"medium"
"Lipaugus_vociferans","birds","resident",2310,7048175.44653147,"large"
"Lophornis_delattrei","birds","resident",71,213760.234375393,"supersmall"
"Lophornis_gouldii","birds","resident",523,1588510.98866057,"medium"
"Lophornis_verreauxii","birds","resident",909,2777453.8451132,"medium"
"Lophostrix_cristata","birds","resident",1653,5036946.32729973,"large"
"Lophotriccus_eulophotes","birds","resident",108,327765.971585414,"supersmall"
"Lophotriccus_galeatus","birds","resident",935,2870867.04652644,"medium"
"Lophotriccus_pileatus","birds","resident",146,444338.766985927,"supersmall"
"Lophotriccus_vitiosus","birds","resident",715,2194827.67579987,"medium"
"Lurocalis_rufiventris","birds","resident",100,303055.158506366,"supersmall"
"Lurocalis_semitorquatus","birds","resident",2978,8971314.69275775,"superlarge"
"Machaeropterus_pyrocephalus","birds","resident",730,2206891.5298766,"medium"
"Machaeropterus_striolatus","birds","resident",670,2055240.60274562,"medium"
"Malacoptila_fusca","birds","resident",620,1904066.90654613,"medium"
"Malacoptila_rufa","birds","resident",856,2610333.10832614,"medium"
"Malacoptila_semicincta","birds","resident",210,638084.282284976,"small"
"Manacus_manacus","birds","resident",2487,7545468.80398955,"large"
"Margarornis_squamiger","birds","resident",152,462816.949681208,"small"
"Maschalethraupis_surinama","birds","resident",1813,5555891.29335503,"large"
"Mazaria_propinqua","birds","resident",170,520796.502017998,"small"
"Mecocerculus_leucophrys","birds","resident",289,870083.720295601,"small"
"Mecocerculus_poecilocercus","birds","resident",50,152605.476615092,"supersmall"
"Mecocerculus_stictopterus","birds","resident",89,270925.604490323,"supersmall"
"Megaceryle_torquata","birds","resident",5604,16210521.3710969,"superlarge"
"Megarynchus_pitangua","birds","resident",4410,13247383.7977747,"superlarge"
"Megascops_albogularis","birds","resident",74,225767.928967292,"supersmall"
"Megascops_choliba","birds","resident",4398,13062500.5160941,"superlarge"
"Megascops_ingens","birds","resident",86,261065.284971259,"supersmall"
"Megascops_koepckeae","birds","resident",52,156962.128606033,"supersmall"
"Megascops_vermiculatus","birds","resident",132,401947.598443834,"supersmall"
"Megascops_watsonii","birds","resident",2074,6328064.18831092,"large"
"Megastictus_margaritatus","birds","resident",623,1908491.30398473,"medium"
"Melanerpes_cruentatus","birds","resident",2374,7243877.31695877,"large"
"Merganetta_armata","birds","resident",404,1079472.69612514,"medium"
"Mesembrinibis_cayennensis","birds","resident",3513,10572453.3915826,"superlarge"
"Metallura_tyrianthina","birds","resident",144,436652.808473676,"supersmall"
"Metopothrix_aurantiaca","birds","resident",70,214541.548679384,"supersmall"
"Metriopelia_ceciliae","birds","resident",164,488213.058659515,"small"
"Micrastur_buckleyi","birds","resident",202,617901.396578474,"small"
"Micrastur_gilvicollis","birds","resident",1385,4240933.25051171,"large"
"Micrastur_mintoni","birds","resident",690,2098355.73230519,"medium"
"Micrastur_mirandollei","birds","resident",1720,5265922.40558515,"large"
"Micrastur_ruficollis","birds","resident",4158,12501759.7971249,"superlarge"
"Micrastur_semitorquatus","birds","resident",4394,13196913.4513856,"superlarge"
"Microbates_cinereiventris","birds","resident",175,535582.231104987,"small"
"Microbates_collaris","birds","resident",769,2364124.39610868,"medium"
"Microcerculus_bambla","birds","resident",553,1697978.39965053,"medium"
"Microcerculus_marginatus","birds","resident",1560,4757761.28374407,"large"
"Micromonacha_lanceolata","birds","resident",536,1640442.33651996,"medium"
"Microrhopias_quixensis","birds","resident",1345,4096732.67281855,"large"
"Microxenops_milleri","birds","resident",1158,3547884.02089856,"large"
"Milvago_chimachima","birds","resident",4561,13622794.1190531,"superlarge"
"Mimus_dorsalis","birds","resident",57,164572.630200858,"supersmall"
"Mionectes_galbinus","birds","resident",234,713107.473073033,"small"
"Mionectes_macconnelli","birds","resident",850,2601570.50165321,"medium"
"Mionectes_oleagineus","birds","resident",2950,8974961.18243694,"superlarge"
"Mionectes_striaticollis","birds","resident",100,303594.063025347,"supersmall"
"Mitu_salvini","birds","resident",159,488868.13995124,"small"
"Mitu_tomentosum","birds","resident",463,1421932.24227384,"medium"
"Mitu_tuberosum","birds","resident",1425,4329320.17005023,"large"
"Molothrus_oryzivorus","birds","resident",3608,10874018.0152076,"superlarge"
"Momotus_momota","birds","resident",2667,8096242.79304032,"superlarge"
"Monasa_atra","birds","resident",564,1731640.93654943,"medium"
"Monasa_flavirostris","birds","resident",254,775084.253985948,"small"
"Monasa_morphoeus","birds","resident",1709,5206039.51369091,"large"
"Monasa_nigrifrons","birds","resident",2311,7002151.03847238,"large"
"Morphnus_guianensis","birds","resident",3886,11712903.869907,"superlarge"
"Muscisaxicola_albifrons","birds","resident",94,279712.118955423,"supersmall"
"Muscisaxicola_fluviatilis","birds","resident",409,1235116.62840957,"medium"
"Muscisaxicola_griseus","birds","resident",100,299252.271693854,"supersmall"
"Muscisaxicola_juninensis","birds","resident",176,514824.745382662,"small"
"Muscisaxicola_occipitalis","birds","resident",104,310537.586810462,"supersmall"
"Myadestes_ralloides","birds","resident",153,464162.364537548,"small"
"Mycteria_americana","birds","resident",4886,14507588.1419029,"superlarge"
"Myiarchus_cephalotes","birds","resident",96,291578.072020439,"supersmall"
"Myiarchus_ferox","birds","resident",3941,11864434.2400434,"superlarge"
"Myiarchus_swainsoni","birds","resident",1698,5190981.81340455,"large"
"Myiarchus_tuberculifer","birds","resident",3412,10329839.2474861,"superlarge"
"Myiobius_atricaudus","birds","resident",1611,4893290.48523773,"large"
"Myiobius_barbatus","birds","resident",2043,6234349.3582801,"large"
"Myiobius_villosus","birds","resident",84,255370.1790756,"supersmall"
"Myioborus_melanocephalus","birds","resident",60,181652.859598386,"supersmall"
"Myiodynastes_chrysocephalus","birds","resident",61,182729.236312396,"supersmall"
"Myiodynastes_maculatus","birds","resident",1390,4262817.39100702,"large"
"Myiodynastes_solitarius","birds","resident",2035,6133589.85025702,"large"
"Myiopagis_cinerea","birds","resident",1938,5906970.36129594,"large"
"Myiopagis_flavivertex","birds","resident",433,1327749.8693536,"medium"
"Myiopagis_gaimardii","birds","resident",2858,8688447.59722572,"superlarge"
"Myiophobus_flavicans","birds","resident",77,235275.739656338,"supersmall"
"Myiornis_ecaudatus","birds","resident",2116,6457001.64105025,"large"
"Myiotheretes_fumigatus","birds","resident",64,195915.00149342,"supersmall"
"Myiotheretes_striaticollis","birds","resident",212,634404.333012832,"small"
"Myiothlypis_coronata","birds","resident",135,410655.921503998,"supersmall"
"Myiothlypis_fulvicauda","birds","resident",809,2470618.0376119,"medium"
"Myiothlypis_mesoleuca","birds","resident",1032,3155590.40878783,"large"
"Myiothlypis_signata","birds","resident",51,150085.11774544,"supersmall"
"Myiozetetes_cayanensis","birds","resident",2493,7556087.66089607,"large"
"Myiozetetes_granadensis","birds","resident",1084,3306721.00923053,"large"
"Myiozetetes_luteiventris","birds","resident",1293,3957963.47041224,"large"
"Myiozetetes_similis","birds","resident",3406,10245296.9115006,"superlarge"
"Myrmelastes_humaythae","birds","resident",119,364148.391128364,"supersmall"
"Myrmelastes_hyperythrus","birds","resident",536,1633499.18895916,"medium"
"Myrmelastes_leucostigma","birds","resident",964,2958855.7264209,"medium"
"Myrmelastes_rufifacies","birds","resident",153,468521.236112457,"small"
"Myrmelastes_schistaceus","birds","resident",168,514941.930774849,"small"
"Myrmoborus_leucophrys","birds","resident",1687,5140599.23472691,"large"
"Myrmoborus_lophotes","birds","resident",66,199321.053101942,"supersmall"
"Myrmoborus_lugubris","birds","resident",65,199645.702426148,"supersmall"
"Myrmoborus_myotherinus","birds","resident",1569,4783803.56361478,"large"
"Myrmochanes_hemileucus","birds","resident",87,266255.657819499,"supersmall"
"Myrmoderus_ferrugineus","birds","resident",424,1301281.04719128,"medium"
"Myrmophylax_atrothorax","birds","resident",2230,6802811.89958351,"large"
"Myrmornis_torquata","birds","resident",982,3011528.09001587,"medium"
"Myrmothera_berlepschi","birds","resident",474,1435456.63360451,"medium"
"Myrmothera_campanisona","birds","resident",1330,4075309.33585585,"large"
"Myrmothera_fulviventris","birds","resident",83,255118.485293004,"supersmall"
"Myrmothera_subcanescens","birds","resident",287,876732.176224909,"small"
"Myrmotherula_ambigua","birds","resident",80,246121.3615,"supersmall"
"Myrmotherula_assimilis","birds","resident",139,425381.427143924,"supersmall"
"Myrmotherula_axillaris","birds","resident",2538,7743811.48603241,"superlarge"
"Myrmotherula_brachyura","birds","resident",2025,6189056.37536467,"large"
"Myrmotherula_cherriei","birds","resident",220,675983.743532396,"small"
"Myrmotherula_ignota","birds","resident",506,1553442.53130887,"medium"
"Myrmotherula_iheringi","birds","resident",378,1152355.05609146,"small"
"Myrmotherula_longipennis","birds","resident",1672,5123256.62150227,"large"
"Myrmotherula_menetriesii","birds","resident",2079,6358183.19995451,"large"
"Myrmotherula_multostriata","birds","resident",1509,4606220.54413376,"large"
"Myrmotherula_sclateri","birds","resident",868,2642451.7370083,"medium"
"Myrmotherula_sunensis","birds","resident",58,178263.949310888,"supersmall"
"Myrmotherula_surinamensis","birds","resident",516,1583931.6343007,"medium"
"Myrtis_fanny","birds","resident",83,250636.67251602,"supersmall"
"Nannopsittaca_dachilleae","birds","resident",51,153614.123155886,"supersmall"
"Nannopterum_brasilianum","birds","resident",6244,17954211.9257532,"superlarge"
"Nasica_longirostris","birds","resident",1773,5414498.42352816,"large"
"Nemosia_pileata","birds","resident",2995,8994296.08157721,"superlarge"
"Neochen_jubata","birds","resident",2615,7938021.38010484,"superlarge"
"Neoctantes_niger","birds","resident",437,1340133.71337151,"medium"
"Neomorphus_geoffroyi","birds","resident",1061,3228753.42609999,"large"
"Neomorphus_pucheranii","birds","resident",368,1128819.84586128,"small"
"Neopelma_chrysocephalum","birds","resident",233,715084.383486485,"small"
"Neopelma_sulphureiventer","birds","resident",384,1158360.60887098,"small"
"Neopipo_cinnamomea","birds","resident",1171,3585226.50893433,"large"
"Nonnula_brunnea","birds","resident",84,258080.21457253,"supersmall"
"Nonnula_rubecula","birds","resident",1802,5419182.9731288,"large"
"Nonnula_ruficapilla","birds","resident",929,2823836.33207933,"medium"
"Nonnula_sclateri","birds","resident",212,645619.07424235,"small"
"Notharchus_hyperrhynchus","birds","resident",1733,5263877.95309376,"large"
"Notharchus_macrorhynchos","birds","resident",285,875197.16019526,"small"
"Notharchus_ordii","birds","resident",167,511002.685969642,"small"
"Notharchus_tectus","birds","resident",1651,5052662.75319034,"large"
"Nothocercus_nigrocapillus","birds","resident",67,201294.578018653,"supersmall"
"Nothocrax_urumutum","birds","resident",658,2019720.36811485,"medium"
"Nothoprocta_ornata","birds","resident",263,765733.288378892,"small"
"Nyctibius_aethereus","birds","resident",1647,4986805.64661918,"large"
"Nyctibius_grandis","birds","resident",2785,8460332.37613157,"superlarge"
"Nyctibius_griseus","birds","resident",4619,13804369.7728441,"superlarge"
"Nyctibius_leucopterus","birds","resident",1096,3355535.17342735,"large"
"Nyctidromus_albicollis","birds","resident",4591,13779002.1453103,"superlarge"
"Nyctiphrynus_ocellatus","birds","resident",1142,3403553.70837487,"large"
"Nyctipolus_nigrescens","birds","resident",1355,4152333.75090018,"large"
"Nyctiprogne_leucopyga","birds","resident",1722,5249891.31441555,"large"
"Nystactes_tamatia","birds","resident",1426,4363224.10870457,"large"
"Nystalus_striolatus","birds","resident",964,2922110.95999079,"medium"
"Ochthoeca_fumicolor","birds","resident",81,246310.300560728,"supersmall"
"Ochthoeca_leucophrys","birds","resident",269,781210.000130411,"small"
"Ochthoeca_oenanthoides","birds","resident",207,605614.264891204,"small"
"Ochthoeca_rufipectoralis","birds","resident",108,328321.669262921,"supersmall"
"Ochthornis_littoralis","birds","resident",1495,4570670.27111385,"large"
"Ocreatus_underwoodii","birds","resident",119,362133.614877661,"supersmall"
"Odontophorus_gujanensis","birds","resident",2528,7712649.14679804,"superlarge"
"Odontophorus_speciosus","birds","resident",144,433164.159346193,"supersmall"
"Odontophorus_stellatus","birds","resident",563,1712551.49262517,"medium"
"Odontorchilus_cinereus","birds","resident",354,1073499.07512088,"small"
"Oneillornis_lunulatus","birds","resident",93,285302.763971615,"supersmall"
"Oneillornis_salvini","birds","resident",444,1351198.97886419,"medium"
"Onychorhynchus_coronatus","birds","resident",1956,5983424.596227,"large"
"Opisthocomus_hoazin","birds","resident",2473,7548487.44105326,"large"
"Ornithion_inerme","birds","resident",2195,6702862.11376889,"large"
"Orochelidon_andecola","birds","resident",171,503302.442451077,"small"
"Orochelidon_murina","birds","resident",139,421077.457869978,"supersmall"
"Ortalis_guttata","birds","resident",1459,4433463.38911885,"large"
"Ortalis_motmot","birds","resident",698,2142216.68381615,"medium"
"Orthopsittaca_manilatus","birds","resident",2357,7167842.40793426,"large"
"Pachyramphus_albogriseus","birds","resident",105,321115.074253123,"supersmall"
"Pachyramphus_castaneus","birds","resident",1930,5778984.68658931,"large"
"Pachyramphus_marginatus","birds","resident",2083,6348916.53441923,"large"
"Pachyramphus_minor","birds","resident",2265,6911188.88659897,"large"
"Pachyramphus_polychopterus","birds","resident",4681,13941003.836055,"superlarge"
"Pachyramphus_rufus","birds","resident",1303,3990556.86895786,"large"
"Pachyramphus_surinamus","birds","resident",227,697819.254482445,"small"
"Pachyramphus_versicolor","birds","resident",88,269021.180101768,"supersmall"
"Pachysylvia_hypoxantha","birds","resident",1296,3956490.05180909,"large"
"Pachysylvia_muscicapina","birds","resident",780,2379826.75470549,"medium"
"Panyptila_cayennensis","birds","resident",2809,8554653.03773188,"superlarge"
"Paraclaravis_mondetoura","birds","resident",99,297480.463792652,"supersmall"
"Parkerthraustes_humeralis","birds","resident",631,1921187.70765567,"medium"
"Paroaria_gularis","birds","resident",1460,4451146.62450096,"large"
"Patagioenas_albilinea","birds","resident",345,1034422.82408971,"small"
"Patagioenas_albipennis","birds","resident",201,592819.503069037,"small"
"Patagioenas_cayennensis","birds","resident",4635,13862855.8143551,"superlarge"
"Patagioenas_plumbea","birds","resident",2162,6531238.14203513,"large"
"Patagioenas_speciosa","birds","resident",3205,9702970.50573181,"superlarge"
"Patagioenas_subvinacea","birds","resident",2797,8529898.32583642,"superlarge"
"Penelope_jacquacu","birds","resident",1637,4992177.9824521,"large"
"Penelope_marail","birds","resident",397,1218916.6261856,"small"
"Penelope_montagnii","birds","resident",118,358277.771303645,"supersmall"
"Penelope_pileata","birds","resident",295,903690.454558743,"small"
"Percnostola_rufifrons","birds","resident",366,1125110.5744887,"small"
"Perissocephalus_tricolor","birds","resident",540,1658764.41187857,"medium"
"Phacellodomus_striaticeps","birds","resident",102,294940.732310521,"supersmall"
"Phaeomyias_murina","birds","resident",3580,10786848.9055932,"superlarge"
"Phaethornis_aethopygus","birds","resident",57,174304.932013116,"supersmall"
"Phaethornis_atrimentalis","birds","resident",269,825517.556219199,"small"
"Phaethornis_bourcieri","birds","resident",974,2990116.41001816,"medium"
"Phaethornis_griseogularis","birds","resident",113,346565.199840101,"supersmall"
"Phaethornis_guy","birds","resident",173,527132.026491834,"small"
"Phaethornis_hispidus","birds","resident",1320,4013456.97203666,"large"
"Phaethornis_major","birds","resident",132,403631.161155391,"supersmall"
"Phaethornis_malaris","birds","resident",1239,3780570.04510708,"large"
"Phaethornis_philippii","birds","resident",520,1585720.4767003,"medium"
"Phaethornis_ruber","birds","resident",3219,9757902.03724122,"superlarge"
"Phaethornis_rupurumii","birds","resident",180,552157.962854354,"small"
"Phaethornis_stuarti","birds","resident",51,152332.128086915,"supersmall"
"Phaethornis_subochraceus","birds","resident",111,326966.381257259,"supersmall"
"Phaethornis_superciliosus","birds","resident",838,2571649.3884446,"medium"
"Phaetusa_simplex","birds","resident",4482,13325870.1634843,"superlarge"
"Pharomachrus_antisianus","birds","resident",137,415689.691673859,"supersmall"
"Pharomachrus_auriceps","birds","resident",158,480835.908612927,"small"
"Pharomachrus_pavoninus","birds","resident",1225,3750044.91805513,"large"
"Pheucticus_aureoventris","birds","resident",281,809427.87709458,"small"
"Pheucticus_chrysogaster","birds","resident",171,518300.989150787,"small"
"Pheugopedius_coraya","birds","resident",1245,3822018.42746227,"large"
